transaction_id,timestamp,sender_id,receiver_id,amount,device_id,location,transaction_type,is_new_device,is_new_receiver,is_high_value_simulated,is_night_time_simulated
T_CLEAN_2711,2025-12-04 13:20:20.497792,U0456,U0162,2778.37,D455,Pune,P2P,False,False,False,False
T_CLEAN_2712,2025-12-04 13:20:20.497818,U0208,U0919,4398.97,D326,Mumbai,P2M,False,False,False,False
T_CLEAN_2713,2025-12-04 11:58:20.497839,U0432,U0276,740.04,D047,Bangalore,P2P,False,False,False,False
T_CLEAN_2714,2025-12-04 06:14:20.497861,U0271,U0641,2222.09,D066,Delhi,P2M,False,False,False,False
T_CLEAN_2715,2025-12-04 14:15:20.497881,U0645,U0283,2193.8,D349,Pune,P2P,False,False,False,False
T_CLEAN_2716,2025-12-04 02:33:20.497905,U0704,U0144,2728.24,D081,Chennai,P2P,False,False,False,False
T_CLEAN_2717,2025-12-04 13:21:20.497927,U0588,U0281,2198.62,D041,Chennai,P2M,False,False,False,False
T_CLEAN_2718,2025-12-04 14:33:20.497948,U0278,U0336,1525.02,D106,Bangalore,P2M,False,False,False,False
T_CLEAN_2719,2025-12-04 02:16:20.497970,U0096,U0179,1408.69,D451,Bangalore,P2P,False,False,False,False
T_CLEAN_2720,2025-12-04 05:38:20.497992,U0442,U0323,370.37,D179,Bangalore,P2P,False,False,False,False
T_CLEAN_2721,2025-12-04 07:08:20.498013,U0451,U0400,553.92,D432,Delhi,P2P,False,False,False,False
T_CLEAN_2722,2025-12-04 01:46:20.498036,U0109,U0099,5373.1,D255,Pune,P2M,False,False,False,False
T_CLEAN_2723,2025-12-04 09:25:20.498057,U0624,U0450,1777.46,D380,Chennai,P2P,False,False,False,False
T_CLEAN_2724,2025-12-04 14:25:20.498078,U0473,U0351,8672.33,D082,Bangalore,P2P,False,False,False,False
T_CLEAN_2725,2025-12-04 03:21:20.498099,U0775,U0994,5135.07,D468,Chennai,P2M,False,False,False,False
T_CLEAN_2726,2025-12-04 08:09:20.498120,U0476,U0349,5507.79,D218,Chennai,P2M,False,False,False,False
T_CLEAN_2727,2025-12-04 03:26:20.498140,U0162,U0103,3653.26,D032,Chennai,P2M,False,False,False,False
T_CLEAN_2728,2025-12-04 14:50:20.498162,U0555,U0325,3099.31,D275,Mumbai,P2M,False,False,False,False
T_CLEAN_2729,2025-12-04 11:09:20.498182,U0126,U0122,4707.9,D158,Mumbai,P2M,False,False,False,False
T_CLEAN_2730,2025-12-04 02:50:20.498203,U0678,U0813,2770.62,D213,Bangalore,P2P,False,False,False,False
T_CLEAN_2731,2025-12-04 05:32:20.498224,U0383,U0866,1733.53,D053,Pune,P2P,False,False,False,False
T_CLEAN_2732,2025-12-04 09:43:20.498248,U0458,U0398,4000.68,D014,Chennai,P2P,False,False,False,False
T_CLEAN_2733,2025-12-04 11:16:20.498268,U0031,U0085,568.19,D325,Pune,P2P,False,False,False,False
T_CLEAN_2734,2025-12-04 09:51:20.498289,U0235,U0374,3710.68,D124,Mumbai,P2M,False,False,False,False
T_CLEAN_2735,2025-12-04 02:56:20.498310,U0095,U0472,3904.77,D150,Bangalore,P2P,False,False,False,False
T_CLEAN_2736,2025-12-04 11:58:20.498331,U0504,U0072,1940.95,D157,Delhi,P2M,False,False,False,False
T_CLEAN_2737,2025-12-04 05:32:20.498352,U0015,U0810,1977.52,D397,Mumbai,P2M,False,False,False,False
T_CLEAN_2738,2025-12-04 02:06:20.498380,U0729,U0319,1970.4,D047,Chennai,P2M,False,False,False,False
T_CLEAN_2739,2025-12-04 10:12:20.498400,U0545,U0665,2546.06,D495,Bangalore,P2M,False,False,False,False
T_CLEAN_2740,2025-12-04 08:34:20.498421,U0984,U0257,2097.91,D217,Chennai,P2P,False,False,False,False
T_CLEAN_2741,2025-12-04 15:41:20.498441,U0897,U0087,6544.05,D311,Mumbai,P2P,False,False,False,False
T_CLEAN_2742,2025-12-04 09:10:20.498464,U0046,U0732,3462.33,D350,Pune,P2M,False,False,False,False
T_CLEAN_2743,2025-12-04 14:33:20.498485,U0333,U0989,2119.63,D227,Delhi,P2M,False,False,False,False
T_CLEAN_2744,2025-12-04 02:23:20.498505,U0008,U0014,727.15,D419,Bangalore,P2M,False,False,False,False
T_CLEAN_2745,2025-12-04 04:31:20.498528,U0558,U0635,7705.06,D356,Bangalore,P2M,False,False,False,False
T_CLEAN_2746,2025-12-04 11:24:20.498549,U0755,U0789,3095.33,D480,Delhi,P2M,False,False,False,False
T_CLEAN_2747,2025-12-04 00:39:20.498569,U0843,U0300,2892.56,D241,Mumbai,P2M,False,False,False,False
T_CLEAN_2748,2025-12-04 10:41:20.498593,U0828,U0529,865.74,D488,Pune,P2P,False,False,False,False
T_CLEAN_2749,2025-12-04 11:41:20.498613,U0428,U0739,1403.22,D101,Delhi,P2P,False,False,False,False
T_CLEAN_2750,2025-12-04 11:16:20.498634,U0939,U0732,3873.16,D155,Mumbai,P2P,False,False,False,False
T_CLEAN_2751,2025-12-04 03:19:20.498654,U0316,U0575,1337.16,D481,Mumbai,P2P,False,False,False,False
T_CLEAN_2752,2025-12-04 11:36:20.498677,U0791,U0176,6418.23,D343,Delhi,P2M,False,False,False,False
T_CLEAN_2753,2025-12-04 06:06:20.498697,U0423,U0818,1939.17,D117,Bangalore,P2M,False,False,False,False
T_CLEAN_2754,2025-12-04 13:45:20.498718,U0738,U0264,1094.7,D356,Pune,P2P,False,False,False,False
T_CLEAN_2755,2025-12-04 13:10:20.498738,U0661,U0876,280.47,D484,Delhi,P2P,False,False,False,False
T_CLEAN_2756,2025-12-04 06:36:20.498759,U0166,U0517,1433.73,D185,Chennai,P2M,False,False,False,False
T_CLEAN_2757,2025-12-04 11:51:20.498780,U0185,U0367,862.63,D028,Chennai,P2P,False,False,False,False
T_CLEAN_2758,2025-12-04 08:33:20.498800,U0358,U0795,894.52,D289,Delhi,P2M,False,False,False,False
T_CLEAN_2759,2025-12-04 13:37:20.498821,U0451,U0068,1282.58,D432,Bangalore,P2P,False,False,False,False
T_CLEAN_2760,2025-12-04 09:24:20.498841,U0827,U0420,1888.16,D499,Chennai,P2P,False,False,False,False
T_CLEAN_2761,2025-12-04 02:25:20.498861,U0686,U0880,4684.99,D266,Delhi,P2M,False,False,False,False
T_CLEAN_2762,2025-12-04 06:20:20.498884,U0306,U0488,1646.63,D459,Bangalore,P2P,False,False,False,False
T_CLEAN_2763,2025-12-04 05:15:20.498905,U0463,U0311,911.37,D306,Pune,P2M,False,False,False,False
T_CLEAN_2764,2025-12-04 11:41:20.498925,U0888,U0948,1279.82,D297,Chennai,P2P,False,False,False,False
T_CLEAN_2765,2025-12-04 03:04:20.498946,U0407,U0256,1014.32,D310,Delhi,P2P,False,False,False,False
T_CLEAN_2766,2025-12-04 05:02:20.498966,U0712,U0613,5543.14,D467,Delhi,P2M,False,False,False,False
T_CLEAN_2767,2025-12-04 14:15:20.498986,U0992,U0261,352.2,D241,Mumbai,P2M,False,False,False,False
T_CLEAN_2768,2025-12-04 14:47:20.499006,U0746,U0932,2487.43,D257,Chennai,P2M,False,False,False,False
T_CLEAN_2769,2025-12-04 12:00:20.499029,U0796,U0369,1717.7,D350,Bangalore,P2M,False,False,False,False
T_CLEAN_2770,2025-12-04 06:36:20.499050,U0879,U0790,4434.48,D262,Chennai,P2P,False,False,False,False
T_CLEAN_2771,2025-12-04 05:41:20.499070,U0319,U0756,1992.14,D421,Pune,P2M,False,False,False,False
T_CLEAN_2772,2025-12-04 15:25:20.499092,U0764,U0541,4408.05,D085,Chennai,P2M,False,False,False,False
T_CLEAN_2773,2025-12-04 03:31:20.499114,U0811,U0253,1385.94,D169,Mumbai,P2P,False,False,False,False
T_CLEAN_2774,2025-12-04 09:49:20.499135,U0057,U0176,4034.54,D094,Delhi,P2P,False,False,False,False
T_CLEAN_2775,2025-12-04 09:11:20.499155,U0544,U0895,10.0,D237,Delhi,P2M,False,False,False,False
T_CLEAN_2776,2025-12-04 00:44:20.499175,U0906,U0615,3637.62,D411,Chennai,P2P,False,False,False,False
T_CLEAN_2777,2025-12-04 01:28:20.499195,U0042,U0339,1041.64,D199,Delhi,P2M,False,False,False,False
T_CLEAN_2778,2025-12-04 11:22:20.499216,U0539,U0603,432.26,D194,Mumbai,P2M,False,False,False,False
T_CLEAN_2779,2025-12-04 11:52:20.499238,U0525,U0633,3928.15,D145,Mumbai,P2P,False,False,False,False
T_CLEAN_2780,2025-12-04 13:45:20.499260,U0872,U0770,3483.15,D169,Pune,P2M,False,False,False,False
T_CLEAN_2781,2025-12-04 00:55:20.499280,U0033,U0431,2342.93,D247,Mumbai,P2P,False,False,False,False
T_CLEAN_2782,2025-12-04 06:09:20.499303,U0486,U0195,549.34,D401,Delhi,P2M,False,False,False,False
T_CLEAN_2783,2025-12-04 03:25:20.499324,U0140,U0992,2179.76,D215,Bangalore,P2P,False,False,False,False
T_CLEAN_2784,2025-12-04 05:50:20.499344,U0629,U0853,3596.5,D130,Pune,P2P,False,False,False,False
T_CLEAN_2785,2025-12-04 16:02:20.499364,U0739,U0753,4604.89,D359,Mumbai,P2P,False,False,False,False
T_CLEAN_2786,2025-12-04 02:56:20.499385,U0438,U0335,2059.17,D213,Bangalore,P2M,False,False,False,False
T_CLEAN_2787,2025-12-04 03:51:20.499405,U0962,U0698,4075.97,D175,Chennai,P2P,False,False,False,False
T_CLEAN_2788,2025-12-04 17:00:20.499427,U0258,U0713,1430.8,D332,Pune,P2M,False,False,False,False
T_CLEAN_2789,2025-12-04 00:34:20.499449,U0752,U0704,3406.14,D173,Pune,P2P,False,False,False,False
T_CLEAN_2790,2025-12-04 15:52:20.499470,U0367,U0463,394.39,D415,Delhi,P2P,False,False,False,False
T_CLEAN_2791,2025-12-04 03:09:20.499489,U0520,U0242,3632.63,D229,Chennai,P2P,False,False,False,False
T_CLEAN_2792,2025-12-04 01:35:20.499513,U0161,U0116,3835.81,D379,Delhi,P2P,False,False,False,False
T_CLEAN_2793,2025-12-04 06:10:20.499533,U0641,U0476,3226.11,D370,Delhi,P2P,False,False,False,False
T_CLEAN_2794,2025-12-04 07:50:20.499553,U0880,U0065,2259.97,D179,Delhi,P2P,False,False,False,False
T_CLEAN_2795,2025-12-04 00:55:20.499574,U0011,U0995,1927.15,D271,Delhi,P2M,False,False,False,False
T_CLEAN_2796,2025-12-04 00:50:20.499594,U0023,U0393,729.18,D410,Pune,P2P,False,False,False,False
T_CLEAN_2797,2025-12-04 15:47:20.499614,U0461,U0790,2996.14,D175,Bangalore,P2M,False,False,False,False
T_CLEAN_2798,2025-12-04 13:18:20.499635,U0144,U0733,1777.03,D454,Pune,P2M,False,False,False,False
T_CLEAN_2799,2025-12-04 04:18:20.499655,U0562,U0641,3201.37,D001,Delhi,P2P,False,False,False,False
T_CLEAN_2800,2025-12-04 11:16:20.499675,U0942,U0104,2400.27,D240,Mumbai,P2P,False,False,False,False
T_CLEAN_2801,2025-12-04 08:33:20.499695,U0570,U0634,5007.37,D014,Pune,P2P,False,False,False,False
T_CLEAN_2802,2025-12-04 13:08:20.499717,U0559,U0354,6699.91,D290,Bangalore,P2P,False,False,False,False
T_CLEAN_2803,2025-12-04 15:02:20.499737,U0159,U0735,4646.93,D271,Chennai,P2M,False,False,False,False
T_CLEAN_2804,2025-12-04 04:00:20.499758,U0432,U0878,1908.51,D047,Bangalore,P2M,False,False,False,False
T_CLEAN_2805,2025-12-04 10:31:20.499778,U0166,U0341,250.55,D185,Chennai,P2P,False,False,False,False
T_CLEAN_2806,2025-12-04 07:23:20.499798,U0396,U0854,340.93,D350,Chennai,P2P,False,False,False,False
T_CLEAN_2807,2025-12-04 13:36:20.499818,U0043,U0407,2019.05,D166,Delhi,P2P,False,False,False,False
T_CLEAN_2808,2025-12-04 03:47:20.499839,U0264,U0031,1486.26,D320,Mumbai,P2M,False,False,False,False
T_CLEAN_2809,2025-12-04 12:50:20.499859,U0459,U0225,2239.6,D241,Mumbai,P2P,False,False,False,False
T_CLEAN_2810,2025-12-04 09:58:20.499880,U0004,U0400,2690.0,D264,Mumbai,P2M,False,False,False,False
T_CLEAN_2811,2025-12-04 07:18:20.499902,U0593,U0516,1943.57,D268,Pune,P2M,False,False,False,False
T_CLEAN_2812,2025-12-04 09:04:20.499926,U0610,U0678,483.47,D318,Delhi,P2M,False,False,False,False
T_CLEAN_2813,2025-12-04 10:00:20.499946,U0739,U0242,3389.71,D359,Bangalore,P2M,False,False,False,False
T_CLEAN_2814,2025-12-04 07:35:20.499966,U0300,U0727,1439.74,D003,Delhi,P2M,False,False,False,False
T_CLEAN_2815,2025-12-04 09:03:20.499986,U0371,U0326,418.85,D408,Chennai,P2M,False,False,False,False
T_CLEAN_2816,2025-12-04 01:38:20.500006,U0472,U0726,5060.64,D259,Chennai,P2P,False,False,False,False
T_CLEAN_2817,2025-12-04 10:37:20.500026,U0370,U0999,5312.96,D175,Delhi,P2M,False,False,False,False
T_CLEAN_2818,2025-12-04 10:45:20.500047,U0357,U0297,6322.93,D007,Pune,P2M,False,False,False,False
T_CLEAN_2819,2025-12-04 03:25:20.500067,U0172,U0466,3490.42,D374,Mumbai,P2P,False,False,False,False
T_CLEAN_2820,2025-12-04 15:08:20.500087,U0009,U0181,1859.99,D234,Delhi,P2P,False,False,False,False
T_CLEAN_2821,2025-12-04 07:59:20.500107,U0454,U0145,8475.81,D123,Mumbai,P2M,False,False,False,False
T_CLEAN_2822,2025-12-04 07:04:20.500130,U0014,U0428,528.49,D487,Pune,P2P,False,False,False,False
T_CLEAN_2823,2025-12-04 07:20:20.500150,U0566,U0991,2728.54,D080,Delhi,P2M,False,False,False,False
T_CLEAN_2824,2025-12-04 01:52:20.500170,U0040,U0722,2077.43,D058,Mumbai,P2M,False,False,False,False
T_CLEAN_2825,2025-12-04 16:05:20.500190,U0089,U0917,6273.17,D144,Chennai,P2M,False,False,False,False
T_CLEAN_2826,2025-12-04 01:37:20.500210,U0765,U0087,526.46,D101,Chennai,P2M,False,False,False,False
T_CLEAN_2827,2025-12-04 13:22:20.500230,U0434,U0100,3588.94,D060,Delhi,P2P,False,False,False,False
T_CLEAN_2828,2025-12-04 15:45:20.500251,U0386,U0766,3440.94,D420,Chennai,P2M,False,False,False,False
T_CLEAN_2829,2025-12-04 16:23:20.500271,U0027,U0098,2547.68,D423,Delhi,P2P,False,False,False,False
T_CLEAN_2830,2025-12-04 05:27:20.500291,U0636,U0903,5731.73,D249,Pune,P2P,False,False,False,False
T_CLEAN_2831,2025-12-04 03:20:20.500311,U0043,U0750,4047.27,D166,Mumbai,P2P,False,False,False,False
T_CLEAN_2832,2025-12-04 11:02:20.500336,U0513,U0335,2560.49,D387,Mumbai,P2M,False,False,False,False
T_CLEAN_2833,2025-12-04 12:50:20.500357,U0524,U0649,3170.64,D250,Pune,P2P,False,False,False,False
T_CLEAN_2834,2025-12-04 13:39:20.500383,U0551,U0005,1073.87,D133,Delhi,P2P,False,False,False,False
T_CLEAN_2835,2025-12-04 10:53:20.500404,U0079,U0294,3899.75,D052,Mumbai,P2P,False,False,False,False
T_CLEAN_2836,2025-12-04 16:11:20.500424,U0904,U0993,2557.46,D426,Chennai,P2P,False,False,False,False
T_CLEAN_2837,2025-12-04 06:09:20.500445,U0823,U0540,1092.94,D332,Pune,P2M,False,False,False,False
T_CLEAN_2838,2025-12-04 11:20:20.500466,U0378,U0626,8724.87,D145,Mumbai,P2M,False,False,False,False
T_CLEAN_2839,2025-12-04 02:55:20.500486,U0472,U0589,5547.14,D259,Pune,P2M,False,False,False,False
T_CLEAN_2840,2025-12-04 15:43:20.500507,U0749,U0210,1861.02,D151,Mumbai,P2P,False,False,False,False
T_CLEAN_2841,2025-12-04 04:54:20.500527,U0824,U0987,826.36,D174,Mumbai,P2M,False,False,False,False
T_CLEAN_2842,2025-12-04 03:13:20.500550,U0475,U0247,7406.47,D438,Mumbai,P2P,False,False,False,False
T_CLEAN_2843,2025-12-04 09:13:20.500572,U0387,U0458,2000.18,D205,Mumbai,P2M,False,False,False,False
T_CLEAN_2844,2025-12-04 09:50:20.500592,U0105,U0197,3738.28,D005,Bangalore,P2M,False,False,False,False
T_CLEAN_2845,2025-12-04 03:39:20.500613,U0999,U0248,3794.8,D296,Delhi,P2M,False,False,False,False
T_CLEAN_2846,2025-12-04 08:11:20.500634,U0745,U0225,941.14,D426,Chennai,P2M,False,False,False,False
T_CLEAN_2847,2025-12-04 13:07:20.500654,U0592,U0696,3114.85,D487,Delhi,P2P,False,False,False,False
T_CLEAN_2848,2025-12-04 14:35:20.500675,U0604,U0642,3047.08,D321,Chennai,P2M,False,False,False,False
T_CLEAN_2849,2025-12-04 11:03:20.500695,U0706,U0287,1486.37,D210,Mumbai,P2P,False,False,False,False
T_CLEAN_2850,2025-12-04 06:17:20.500715,U0457,U0477,1404.4,D291,Mumbai,P2P,False,False,False,False
T_CLEAN_2851,2025-12-04 03:31:20.500735,U0462,U0382,2155.74,D014,Chennai,P2M,False,False,False,False
T_CLEAN_2852,2025-12-04 13:42:20.500758,U0484,U0352,974.99,D477,Bangalore,P2P,False,False,False,False
T_CLEAN_2853,2025-12-04 01:06:20.500779,U0932,U0821,5599.3,D472,Delhi,P2P,False,False,False,False
T_CLEAN_2854,2025-12-04 11:06:20.500802,U0261,U0195,5065.53,D435,Bangalore,P2P,False,False,False,False
T_CLEAN_2855,2025-12-04 02:55:20.500822,U0949,U0733,5214.43,D396,Chennai,P2M,False,False,False,False
T_CLEAN_2856,2025-12-04 01:56:20.500842,U0647,U0405,2924.3,D351,Mumbai,P2M,False,False,False,False
T_CLEAN_2857,2025-12-04 14:06:20.500862,U0626,U0545,6660.55,D134,Pune,P2P,False,False,False,False
T_CLEAN_2858,2025-12-04 10:35:20.500883,U0628,U0393,3600.57,D056,Bangalore,P2M,False,False,False,False
T_CLEAN_2859,2025-12-04 13:42:20.500903,U0218,U0589,2041.35,D412,Chennai,P2P,False,False,False,False
T_CLEAN_2860,2025-12-04 15:11:20.500924,U0634,U0383,6140.38,D458,Bangalore,P2P,False,False,False,False
T_CLEAN_2861,2025-12-04 16:40:20.500944,U0545,U0328,1705.4,D495,Chennai,P2M,False,False,False,False
T_CLEAN_2862,2025-12-04 10:55:20.500966,U0223,U0149,316.75,D451,Bangalore,P2M,False,False,False,False
T_CLEAN_2863,2025-12-04 14:29:20.500986,U0213,U0906,7640.87,D070,Delhi,P2P,False,False,False,False
T_CLEAN_2864,2025-12-04 00:34:20.501007,U0033,U0974,4171.38,D247,Delhi,P2P,False,False,False,False
T_CLEAN_2865,2025-12-04 02:57:20.501027,U0401,U0958,4562.42,D456,Chennai,P2M,False,False,False,False
T_CLEAN_2866,2025-12-04 02:41:20.501047,U0435,U0147,2076.52,D498,Bangalore,P2M,False,False,False,False
T_CLEAN_2867,2025-12-04 13:06:20.501067,U0078,U0801,5056.77,D259,Bangalore,P2P,False,False,False,False
T_CLEAN_2868,2025-12-04 11:42:20.501088,U0259,U0284,465.12,D053,Bangalore,P2M,False,False,False,False
T_CLEAN_2869,2025-12-04 04:11:20.501109,U0444,U0408,2029.76,D485,Pune,P2M,False,False,False,False
T_CLEAN_2870,2025-12-04 04:56:20.501129,U0572,U0892,4074.28,D442,Chennai,P2M,False,False,False,False
T_CLEAN_2871,2025-12-04 11:57:20.501149,U0074,U0802,480.97,D233,Chennai,P2P,False,False,False,False
T_CLEAN_2872,2025-12-04 07:03:20.501174,U0055,U0965,1108.88,D492,Pune,P2P,False,False,False,False
T_CLEAN_2873,2025-12-04 05:06:20.501194,U0621,U0492,4211.26,D232,Mumbai,P2P,False,False,False,False
T_CLEAN_2874,2025-12-04 11:36:20.501214,U0031,U0301,929.54,D325,Bangalore,P2P,False,False,False,False
T_CLEAN_2875,2025-12-04 05:20:20.501236,U0240,U0390,1837.74,D208,Bangalore,P2M,False,False,False,False
T_CLEAN_2876,2025-12-04 14:44:20.501258,U0439,U0155,4064.03,D165,Pune,P2P,False,False,False,False
T_CLEAN_2877,2025-12-04 14:54:20.501277,U0724,U0758,816.34,D289,Chennai,P2P,False,False,False,False
T_CLEAN_2878,2025-12-04 06:02:20.501298,U0033,U0255,3325.24,D247,Chennai,P2P,False,False,False,False
T_CLEAN_2879,2025-12-04 14:06:20.501317,U0009,U0737,3488.8,D234,Pune,P2M,False,False,False,False
T_CLEAN_2880,2025-12-04 02:52:20.501337,U0435,U0175,1240.49,D498,Bangalore,P2M,False,False,False,False
T_CLEAN_2881,2025-12-04 15:07:20.501357,U0865,U0961,3781.62,D392,Delhi,P2M,False,False,False,False
T_CLEAN_2882,2025-12-04 05:52:20.501380,U0871,U0410,1593.49,D205,Chennai,P2P,False,False,False,False
T_CLEAN_2883,2025-12-04 09:04:20.501400,U0101,U0240,3208.25,D400,Chennai,P2P,False,False,False,False
T_CLEAN_2884,2025-12-04 00:56:20.501421,U0089,U0795,2731.82,D144,Pune,P2M,False,False,False,False
T_CLEAN_2885,2025-12-04 16:48:20.501443,U0310,U0625,1017.89,D106,Pune,P2P,False,False,False,False
T_CLEAN_2886,2025-12-04 10:49:20.501463,U0579,U0161,5012.47,D279,Pune,P2P,False,False,False,False
T_CLEAN_2887,2025-12-04 15:48:20.501485,U0264,U0240,2496.02,D320,Mumbai,P2M,False,False,False,False
T_CLEAN_2888,2025-12-04 07:28:20.501505,U0449,U0099,6527.76,D081,Chennai,P2P,False,False,False,False
T_CLEAN_2889,2025-12-04 01:58:20.501526,U0505,U0576,5286.05,D264,Mumbai,P2M,False,False,False,False
T_CLEAN_2890,2025-12-04 11:14:20.501546,U0995,U0158,6458.87,D269,Delhi,P2M,False,False,False,False
T_CLEAN_2891,2025-12-04 13:40:20.501566,U0570,U0861,5564.69,D014,Pune,P2P,False,False,False,False
T_CLEAN_2892,2025-12-04 10:46:20.501588,U0721,U0931,2678.25,D372,Bangalore,P2M,False,False,False,False
T_CLEAN_2893,2025-12-04 09:56:20.501609,U0957,U0070,5850.71,D413,Bangalore,P2M,False,False,False,False
T_CLEAN_2894,2025-12-04 03:36:20.501629,U0177,U0333,7296.61,D324,Delhi,P2P,False,False,False,False
T_CLEAN_2895,2025-12-04 09:41:20.501649,U0527,U0755,2985.24,D002,Pune,P2P,False,False,False,False
T_CLEAN_2896,2025-12-04 11:25:20.501669,U0312,U0338,3160.52,D141,Pune,P2M,False,False,False,False
T_CLEAN_2897,2025-12-04 03:55:20.501689,U0582,U0325,4858.74,D142,Chennai,P2P,False,False,False,False
T_CLEAN_2898,2025-12-04 03:40:20.501710,U0271,U0895,1349.24,D066,Mumbai,P2P,False,False,False,False
T_CLEAN_2899,2025-12-04 07:18:20.501729,U0274,U0390,1939.16,D435,Delhi,P2P,False,False,False,False
T_CLEAN_2900,2025-12-04 04:28:20.501750,U0043,U0046,1393.92,D166,Delhi,P2M,False,False,False,False
T_CLEAN_2901,2025-12-04 04:44:20.501770,U0500,U0711,922.63,D205,Mumbai,P2P,False,False,False,False
T_CLEAN_2902,2025-12-04 15:14:20.501792,U0582,U0052,5717.76,D142,Pune,P2P,False,False,False,False
T_CLEAN_2903,2025-12-04 11:50:20.501812,U0141,U0703,792.87,D415,Delhi,P2P,False,False,False,False
T_CLEAN_2904,2025-12-04 13:06:20.501832,U0268,U0016,2747.37,D342,Bangalore,P2M,False,False,False,False
T_CLEAN_2905,2025-12-04 06:45:20.501852,U0967,U0179,1802.45,D417,Pune,P2M,False,False,False,False
T_CLEAN_2906,2025-12-04 11:12:20.501873,U0929,U0978,3079.7,D289,Mumbai,P2P,False,False,False,False
T_CLEAN_2907,2025-12-04 07:57:20.501896,U0274,U0581,2073.71,D435,Pune,P2M,False,False,False,False
T_CLEAN_2908,2025-12-04 16:54:20.501916,U0024,U0763,6233.92,D450,Bangalore,P2M,False,False,False,False
T_CLEAN_2909,2025-12-04 02:23:20.501936,U0701,U0510,2724.84,D089,Pune,P2P,False,False,False,False
T_CLEAN_2910,2025-12-04 14:04:20.501957,U0135,U0908,1315.39,D229,Bangalore,P2M,False,False,False,False
T_CLEAN_2911,2025-12-04 07:51:20.501977,U0256,U0229,4245.59,D496,Bangalore,P2M,False,False,False,False
T_CLEAN_2912,2025-12-04 12:11:20.502000,U0563,U0245,2320.35,D241,Bangalore,P2M,False,False,False,False
T_CLEAN_2913,2025-12-04 12:29:20.502020,U0624,U0591,3439.96,D380,Chennai,P2P,False,False,False,False
T_CLEAN_2914,2025-12-04 05:47:20.502041,U0913,U0484,7290.79,D153,Chennai,P2M,False,False,False,False
T_CLEAN_2915,2025-12-04 12:21:20.502061,U0434,U0479,3989.02,D060,Chennai,P2P,False,False,False,False
T_CLEAN_2916,2025-12-04 09:09:20.502081,U0529,U0951,1786.26,D223,Chennai,P2P,False,False,False,False
T_CLEAN_2917,2025-12-04 05:32:20.502101,U0476,U0012,2996.68,D218,Mumbai,P2M,False,False,False,False
T_CLEAN_2918,2025-12-04 04:05:20.502182,U0145,U0221,1278.54,D375,Chennai,P2P,False,False,False,False
T_CLEAN_2919,2025-12-04 04:07:20.502255,U0162,U0743,1982.87,D032,Mumbai,P2M,False,False,False,False
T_CLEAN_2920,2025-12-04 03:49:20.502290,U0697,U0624,1360.1,D267,Pune,P2P,False,False,False,False
T_CLEAN_2921,2025-12-04 12:56:20.502314,U0224,U0377,2722.58,D257,Delhi,P2M,False,False,False,False
T_CLEAN_2922,2025-12-04 09:07:20.502341,U0936,U0165,1607.42,D017,Mumbai,P2P,False,False,False,False
T_CLEAN_2923,2025-12-04 14:28:20.502362,U0934,U0435,5160.69,D305,Pune,P2P,False,False,False,False
T_CLEAN_2924,2025-12-04 15:40:20.502381,U0388,U0415,3415.79,D293,Bangalore,P2M,False,False,False,False
T_CLEAN_2925,2025-12-04 06:18:20.502399,U0460,U0019,3574.39,D311,Pune,P2P,False,False,False,False
T_CLEAN_2926,2025-12-04 02:09:20.502418,U0223,U0299,567.5,D451,Pune,P2P,False,False,False,False
T_CLEAN_2927,2025-12-04 04:21:20.502436,U0573,U0037,3791.82,D042,Mumbai,P2P,False,False,False,False
T_CLEAN_2928,2025-12-04 16:29:20.502455,U0784,U0581,1115.33,D430,Pune,P2M,False,False,False,False
T_CLEAN_2929,2025-12-04 16:51:20.502473,U0902,U0803,2884.53,D345,Bangalore,P2P,False,False,False,False
T_CLEAN_2930,2025-12-04 04:33:20.502492,U0842,U0158,969.83,D417,Delhi,P2M,False,False,False,False
T_CLEAN_2931,2025-12-04 15:43:20.502510,U0755,U0696,2902.84,D480,Bangalore,P2P,False,False,False,False
T_CLEAN_2932,2025-12-04 15:52:20.502533,U0553,U0552,2773.25,D184,Delhi,P2P,False,False,False,False
T_CLEAN_2933,2025-12-04 04:23:20.502552,U0355,U0923,4290.62,D491,Pune,P2M,False,False,False,False
T_CLEAN_2934,2025-12-04 05:59:20.502571,U0089,U0776,3327.05,D144,Chennai,P2M,False,False,False,False
T_CLEAN_2935,2025-12-04 04:08:20.502590,U0741,U0116,5626.77,D294,Delhi,P2M,False,False,False,False
T_CLEAN_2936,2025-12-04 01:56:20.502608,U0502,U0136,2542.92,D400,Delhi,P2P,False,False,False,False
T_CLEAN_2937,2025-12-04 01:24:20.502626,U0211,U0566,1135.09,D299,Pune,P2P,False,False,False,False
T_CLEAN_2938,2025-12-04 09:57:20.502645,U0294,U0384,633.27,D149,Bangalore,P2P,False,False,False,False
T_CLEAN_2939,2025-12-04 00:45:20.502667,U0867,U0158,2329.39,D433,Chennai,P2P,False,False,False,False
T_CLEAN_2940,2025-12-04 11:33:20.502686,U0656,U0151,3346.59,D253,Chennai,P2P,False,False,False,False
T_CLEAN_2941,2025-12-04 02:51:20.502703,U0369,U0065,4919.74,D083,Bangalore,P2M,False,False,False,False
T_CLEAN_2942,2025-12-04 13:14:20.502724,U0864,U0245,3637.59,D154,Delhi,P2P,False,False,False,False
